Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
60784417,Red Team Blues (Martin Hench),Cory Doctorow,"Doctorow, Cory",,"=""1250865840""","=""9781250865847""",0,4.10,Tor Books,Hardcover,224,2023,2023,,2023/05/16,currently-reading,currently-reading (#4),currently-reading,,,,1,0
42036538,"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,"Muir, Tamsyn",,"=""1250313198""","=""9781250313195""",4,4.23,Tor,Hardcover,448,2019,2019,,2022/04/23,,,read,,,,1,0
61431922,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374042""",0,4.73,"Entangled Publishing, LLC (Red Tower Books)",Hardcover,512,2023,2023,,2023/05/07,to-read,to-read (#312),to-read,,,,0,0
40859000,"Delta-V (Delta-v, #1)",Daniel Suarez,"Suarez, Daniel",,"=""1524742414""","=""9781524742416""",0,4.16,Dutton,Hardcover,437,2019,2019,,2023/05/06,to-read,to-read (#311),to-read,,,,0,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.14,Riverhead Books,Hardcover,352,2019,2019,,2023/05/04,to-read,to-read (#310),to-read,,,,0,0
59808603,The Mountain in the Sea,Ray Nayler,"Nayler, Ray",,"=""0374605955""","=""9780374605957""",0,4.06,MCD,Hardcover,456,2022,2022,,2023/04/30,to-read,to-read (#309),to-read,,,,0,0
37424706,The Art of Gathering: How We Meet and Why It Matters,Priya Parker,"Parker, Priya",,"=""1594634920""","=""9781594634925""",0,4.00,Riverhead Books,Hardcover,320,2018,2018,,2023/04/23,to-read,to-read (#308),to-read,,,,0,0
62267821,The Price of Time: The Real Story of Interest,Edward Chancellor,"Chancellor, Edward",,"=""""","=""""",0,4.22,,Kindle Edition,,2022,,,2023/03/01,to-read,to-read (#297),to-read,,,,0,0
62132219,"A River Enchanted (Elements of Cadence, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""""","=""""",0,4.14,Harper Voyager,Kindle Edition,,2022,2022,2023/04/04,2023/01/31,,,read,,,,1,0
35796008,"Dance of Thieves (Dance of Thieves, #1)",Mary E. Pearson,"Pearson, Mary E.",,"=""1250159016""","=""9781250159014""",0,4.19,Henry Holt and Co. (BYR),Hardcover,512,2018,2018,,2023/04/02,to-read,to-read (#307),to-read,,,,0,0
40969531,"A Winter's Promise (The Mirror Visitor, #1)",Christelle Dabos,"Dabos, Christelle",Hildegarde Serle,"=""""","=""""",0,4.06,Europa Editions,Kindle Edition,446,2018,2013,,2023/04/02,to-read,to-read (#306),to-read,,,,0,0
57390604,As Long as the Lemon Trees Grow,Zoulfa Katouh,"Katouh, Zoulfa",,"=""0316351377""","=""9780316351379""",0,4.53,"Little, Brown Books for Young Readers",Hardcover,432,2022,2022,,2023/04/02,to-read,to-read (#305),to-read,,,,0,0
12974372,"A Natural History of Dragons (The Memoirs of Lady Trent, #1)",Marie Brennan,"Brennan, Marie",,"=""0765331969""","=""9780765331960""",0,3.84,Tor Books,Hardcover,334,2013,2013,,2023/04/02,to-read,to-read (#304),to-read,,,,0,0
37638098,Creative Selection: Inside Apple's Design Process During the Golden Age of Steve Jobs,Ken Kocienda,"Kocienda, Ken",,"=""1250194466""","=""9781250194466""",0,4.07,St. Martin's Press,Hardcover,264,2018,2018,,2023/04/01,to-read,to-read (#303),to-read,,,,0,0
60784471,The Terraformers,Annalee Newitz,"Newitz, Annalee",,"=""1250228018""","=""9781250228017""",0,3.45,Tor Books,Hardcover,338,2023,2023,,2023/03/24,to-read,to-read (#302),to-read,,,,0,0
24783911,Governing by Debt,Maurizio Lazzarato,"Lazzarato, Maurizio",Joshua David Jordan,"=""1584351632""","=""9781584351634""",0,3.70,Semiotext(e),Paperback,278,2015,2015,,2023/03/24,to-read,to-read (#301),to-read,,,,0,0
11371933,The Financialization of Daily Life (Labor in Crisis),Randy Martin,"Martin, Randy",,"=""1566399874""","=""9781566399876""",0,3.33,Temple University Press,Hardcover,241,2002,2002,,2023/03/24,to-read,to-read (#300),to-read,,,,0,0
57010080,Lute,Jennifer Marie Thorne,"Thorne, Jennifer Marie",,"=""125082608X""","=""9781250826084""",0,3.67,Tor Nightfire,Hardcover,274,2022,2022,,2023/03/11,to-read,to-read (#299),to-read,,,,0,0
52199304,"The World for Sale: Money, Power and the Traders Who Barter the Earth’s Resources",Javier Blas,"Blas, Javier",Jack Farchy,"=""1847942660""","=""9781847942661""",0,4.36,Random House Business,Paperback,320,2020,2021,,2023/03/11,to-read,to-read (#298),to-read,,,,0,0
40275288,"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha    Shannon,"Shannon, Samantha",,"=""""","=""""",0,4.23,Bloomsbury Publishing,Kindle Edition,848,2019,2019,,2023/02/19,currently-reading,currently-reading (#3),currently-reading,,,,1,0
185253,"The Magic of Recluce (The Saga of Recluce, #1)",L.E. Modesitt Jr.,"Jr., L.E. Modesitt",,"=""0812505182""","=""9780812505184""",0,3.86,Tom Doherty Associates,Mass Market Paperback,501,1992,1991,,2023/02/19,to-read,to-read (#296),to-read,,,,0,0
40163119,Say Nothing: A True Story of Murder and Memory in Northern Ireland,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385521316""","=""9780385521314""",0,4.45,Doubleday,Hardcover,441,2019,2018,,2023/02/16,to-read,to-read (#295),to-read,,,,0,0
27774758,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,"Tahir, Sabaa",,"=""""","=""""",0,4.26,Razorbill,Paperback,446,2016,2015,,2023/02/03,to-read,to-read (#294),to-read,,,,0,0
34323570,"Furyborn (Empirium, #1)",Claire Legrand,"Legrand, Claire",,"=""1492656623""","=""9781492656623""",0,3.82,Sourcebooks Fire,Hardcover,501,2018,2018,,2023/02/02,to-read,to-read (#293),to-read,,,,0,0
60644838,When McKinsey Comes to Town,Walt Bogdanich,"Bogdanich, Walt",,"=""1847926258""","=""9781847926258""",0,3.79,Bodley Head,Hardcover,368,2022,,,2023/02/01,to-read,to-read (#292),to-read,,,,0,0
89187,"Revelation Space (Revelation Space, #1)",Alastair Reynolds,"Reynolds, Alastair",,"=""0441009425""","=""9780441009428""",2,3.99,Ace Books,Mass Market Paperback,585,2002,2000,,2022/08/14,,,read,,,,1,0
43868109,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385545681""","=""9780385545686""",0,4.55,Doubleday,Hardcover,441,2021,2021,,2023/01/25,to-read,to-read (#291),to-read,,,,0,0
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,"=""""","=""""",0,4.37,Harriman House,Paperback,252,2020,2020,,2023/01/20,to-read,to-read (#290),to-read,,,,0,0
54670266,Can't Stop Thinking: How to Let Go of Anxiety and Free Yourself from Obsessive Rumination,Nancy Colier,"Colier, Nancy",Stephan Bodian,"=""1684036771""","=""9781684036776""",0,3.81,New Harbinger Publications,Paperback,160,2021,2021,,2023/01/19,to-read,to-read (#289),to-read,,,,0,0
9862761,1493: Uncovering the New World Columbus Created,Charles C. Mann,"Mann, Charles C.",,"=""0307265722""","=""9780307265722""",5,4.11,Alfred A. Knopf (NY),Hardcover,557,2011,2011,2023/01/18,2019/09/08,,,read,,,,1,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.21,Melville House,Hardcover,534,2011,2011,,2022/08/09,currently-reading,currently-reading (#2),currently-reading,,,,1,0
60652997,"Hell Bent (Alex Stern, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313104""","=""9781250313102""",4,4.21,Flatiron Books,Hardcover,481,2023,2023,,2023/01/18,,,read,,,,1,0
49228706,I Want to Die But I Want to Eat Tteokpokki,Baek Se-hee,"Se-hee, Baek",Hyacinta Louisa,"=""""","=""9786237351030""",0,3.48,Penerbit Haru,Paperback,232,2019,2018,,2023/01/12,to-read,to-read (#288),to-read,,,,0,0
3428252,Payback: Debt and the Shadow Side of Wealth,Margaret Atwood,"Atwood, Margaret",,"=""0887848001""","=""9780887848001""",0,3.73,House of Anansi Press,Paperback,203,2008,2007,,2023/01/12,to-read,to-read (#287),to-read,,,,0,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",4,4.25,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,2021/06/25,,,read,,,,2,0
68494,"Perdido Street Station (New Crobuzon, #1)",China Miéville,"Miéville, China",,"=""0345459407""","=""9780345459404""",0,3.97,Ballantine Del Rey,Mass Market Paperback,710,2003,2000,,2022/12/24,to-read,to-read (#286),to-read,,,,0,0
8562119,Power: Why Some People Have it and Others Don't,Jeffrey Pfeffer,"Pfeffer, Jeffrey",,"=""0061789089""","=""9780061789083""",0,3.87,Harper Business,Hardcover,288,2010,2010,,2022/12/24,to-read,to-read (#285),to-read,,,,0,0
30319086,If We Were Villains,M.L. Rio,"Rio, M.L.",,"=""125009528X""","=""9781250095282""",3,4.22,Flatiron Books,Hardcover,354,2017,2017,,2022/06/30,,,read,,,,1,0
61126612,Alone With You in the Ether,Olivie Blake,"Blake, Olivie",,"=""1250888166""","=""9781250888167""",0,3.98,Tor Books,Hardcover,288,2022,2020,,2022/12/17,to-read,to-read (#284),to-read,,,,0,0
53642699,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,Brianna Wiest,"Wiest, Brianna",,"=""""","=""""",0,4.15,Thought Catalog Books,Paperback,421,2020,2020,,2022/12/12,to-read,to-read (#283),to-read,,,,0,0
5211,A Fine Balance,Rohinton Mistry,"Mistry, Rohinton",,"=""140003065X""","=""9781400030651""",0,4.37,Vintage,Paperback,603,1997,1995,,2022/12/07,to-read,to-read (#282),to-read,,,,0,0
55859459,The 22 Murders of Madison May,Max Barry,"Barry, Max",,"=""0593085205""","=""9780593085202""",4,3.78,G.P. Putnam's Sons,Hardcover,336,2021,2021,2022/11/25,2021/06/30,,,read,,,,1,0
56702078,Electrify: An Optimist's Playbook for Our Clean Energy Future,Saul Griffith,"Griffith, Saul",,"=""0262046237""","=""9780262046237""",0,4.23,The MIT Press,Hardcover,288,2021,,,2022/11/06,to-read,to-read (#281),to-read,,,,0,0
57945316,Babel: An Arcane History,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,4.27,Harper Voyager,Hardcover,544,2022,2022,,2022/10/14,to-read,to-read (#280),to-read,,,,0,0
60149573,Our Missing Hearts,Celeste Ng,"Ng, Celeste",,"=""0593492544""","=""9780593492543""",0,3.84,Penguin Press,Hardcover,335,2022,2022,,2022/10/08,to-read,to-read (#279),to-read,,,,0,0
55858638,"The Golden Enclaves (The Scholomance, #3)",Naomi Novik,"Novik, Naomi",,"=""0593158369""","=""9780593158364""",3,4.19,Del Rey Books ,ebook,407,2022,2022,,2022/04/21,,,read,,,,1,0
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""031624662X""","=""9780316246620""",4,3.98,Orbit,Paperback,416,2013,2013,,2022/02/27,,,read,,,,1,0
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""0007230184""","=""""",0,3.90,HarperCollins Publishers Ltd,Paperback,653,2010,2009,,2022/09/23,to-read,to-read (#278),to-read,,,,0,0
23281639,"The Upside of Stress: Why Stress Is Good for You, and How to Get Good at It",Kelly McGonigal,"McGonigal, Kelly",,"=""1583335617""","=""9781583335611""",0,4.07,Avery,Hardcover,294,2015,2012,,2022/09/18,to-read,to-read (#277),to-read,,,,0,0
6452796,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,"Pink, Daniel H.",,"=""1594488843""","=""9781594488849""",0,3.95,Riverhead Books,Hardcover,242,2009,2009,,2022/09/18,to-read,to-read (#276),to-read,,,,0,0
6194,Waiting for the Barbarians,J.M. Coetzee,"Coetzee, J.M.",,"=""0140283358""","=""9780140283358""",0,3.93,Penguin Books,Paperback,152,1999,1980,,2022/09/18,to-read,to-read (#275),to-read,,,,0,0
9413736,The New Lombard Street: How the Fed Became the Dealer of Last Resort,Perry G. Mehrling,"Mehrling, Perry G.",,"=""0691143986""","=""9780691143989""",0,4.24,Princeton University Press,Hardcover,192,2010,2010,,2022/09/08,to-read,to-read (#274),to-read,,,,0,0
1126719,House of Suns,Alastair Reynolds,"Reynolds, Alastair",,"=""0575099127""","=""9780575099128""",0,4.23,Gollancz,Paperback,512,2010,2008,,2022/08/22,to-read,to-read (#273),to-read,,,,0,0
85653,"The Praxis (Dread Empire's Fall, #1)",Walter Jon Williams,"Williams, Walter Jon",,"=""038082020X""","=""9780380820207""",0,3.83,HarperTorch,Paperback,448,2003,2002,,2022/08/22,to-read,to-read (#272),to-read,,,,0,0
317330,The Strategy of Conflict,Thomas C. Schelling,"Schelling, Thomas C.",,"=""0674840313""","=""9780674840317""",0,4.01,Harvard University Press,Paperback,328,1981,1960,,2022/08/17,to-read,to-read (#271),to-read,,,,0,0
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.00,William Morrow,Kindle Edition,872,2015,2015,,2022/08/14,to-read,to-read (#270),to-read,,,,0,0
61179,"Ringworld (Ringworld, #1)",Larry Niven,"Niven, Larry",,"=""0575077026""","=""9780575077027""",0,3.95,Gollancz,Paperback,288,2005,1970,,2022/08/14,to-read,to-read (#269),to-read,,,,0,0
7767021,"Who Fears Death (Who Fears Death, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""075640617X""","=""9780756406172""",0,3.94,DAW Hardcover,Hardcover,386,2010,2010,,2022/08/10,to-read,to-read (#268),to-read,,,,0,0
58267771,Just Like Home,Sarah Gailey,"Gailey, Sarah",,"=""""","=""""",3,3.41,Tor Books,Kindle Edition,346,2022,2022,2022/08/08,2022/08/08,,,read,,,,1,0
57933306,Stolen Focus: Why You Can't Pay Attention- and How to Think Deeply Again,Johann Hari,"Hari, Johann",,"=""0593138511""","=""9780593138519""",0,4.26,Crown,Hardcover,357,2022,2022,,2022/08/01,to-read,to-read (#267),to-read,,,,0,0
52163147,The Hidden Girl and Other Stories,Ken Liu,"Liu, Ken",,"=""""","=""""",3,3.93,Saga Press,Hardcover,411,2020,2020,2022/07/31,2022/07/17,,,read,,,,1,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",3,3.68,Penguin Books,Paperback,289,2019,2018,,2020/04/07,,,read,,,,1,0
59109471,Mercury Pictures Presents,Anthony Marra,"Marra, Anthony",,"=""0451495209""","=""9780451495204""",0,3.68,Hogarth,Hardcover,416,2022,2022,,2022/07/26,to-read,to-read (#266),to-read,,,,0,0
52848072,"Axiom's End (Noumena, #1)",Lindsay  Ellis,"Ellis, Lindsay",,"=""""","=""""",0,3.73,St. Martin's Press,Kindle Edition,371,2020,2020,,2022/07/18,to-read,to-read (#265),to-read,,,,0,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,4.27,Knopf,Kindle Edition,368,2019,2019,,2019/04/30,,,read,,,,1,0
40922689,Normal People,Sally Rooney,"Rooney, Sally",,"=""""","=""""",3,3.81,Hogarth,Kindle Edition,268,2019,2018,,2019/08/12,,,read,,,,1,0
10197857,Treasure Islands: Uncovering the Damage of Offshore Banking and Tax Havens,Nicholas Shaxson,"Shaxson, Nicholas",,"=""0230105017""","=""9780230105010""",0,4.19,St. Martin's Press,Hardcover,272,2011,2011,,2022/07/14,to-read,to-read (#264),to-read,,,,0,0
49820160,New Waves,Kevin  Nguyen,"Nguyen, Kevin",,"=""1984855239""","=""9781984855237""",0,3.52,One World,Hardcover,320,2020,2020,,2020/01/12,to-read,to-read (#150),to-read,,,,0,0
8701960,"The Information: A History, a Theory, a Flood",James Gleick,"Gleick, James",,"=""0375423729""","=""9780375423727""",0,4.03,Knopf Doubleday Publishing Group,Hardcover,527,2011,2011,,2022/06/05,to-read,to-read (#263),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",5,4.25,"Little, Brown and Company",Hardcover,393,2018,2018,2022/06/03,2019/10/20,,,read,,,,1,0
54921609,Ariadne,Jennifer Saint,"Saint, Jennifer",,"=""""","=""""",3,3.82,Flatiron Books ,Kindle Edition,311,2021,2021,2022/05/31,2022/05/31,,,read,,,,1,0
58085267,Different: Gender Through the Eyes of a Primatologist,Frans de Waal,"Waal, Frans de",,"=""1324007109""","=""9781324007104""",0,4.11,W. W. Norton & Company,Hardcover,408,2022,2022,,2022/05/29,to-read,to-read (#262),to-read,,,,0,0
32078427,Programmed Inequality: How Britain Discarded Women Technologists and Lost Its Edge in Computing (History of Computing),Marie Hicks,"Hicks, Marie",,"=""0262035545""","=""9780262035545""",0,4.13,MIT Press,Hardcover,352,2017,2017,,2022/05/28,to-read,to-read (#261),to-read,,,,0,0
55298364,A Children's Bible,Lydia Millet,"Millet, Lydia",,"=""0393867382""","=""9780393867381""",0,3.73,W. W. Norton & Company,Paperback,240,2021,2020,,2022/04/24,to-read,to-read (#260),to-read,,,,0,0
55556706,"The Last Graduate (The Scholomance, #2)",Naomi Novik,"Novik, Naomi",,"=""""","=""""",4,4.29,Del Rey,Kindle Edition,389,2021,2021,2022/04/23,2022/04/23,,,read,,,,1,0
57423646,Immune: a Journey into the Mysterious System that Keeps You Alive,Philipp Dettmer,"Dettmer, Philipp",,"=""0593241312""","=""9780593241318""",0,4.60,Random House,Hardcover,341,2021,2021,,2022/04/22,to-read,to-read (#259),to-read,,,,0,0
50548197,"A Deadly Education (The Scholomance, #1)",Naomi Novik,"Novik, Naomi",,"=""0593128486""","=""9780593128480""",4,4.00,Del Rey,Hardcover,336,2020,2020,,2022/04/20,,,read,,,,1,0
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.35,Orbit,Paperback,416,2017,2017,,2022/04/16,,,read,,,,2,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",0,4.41,Knopf,Hardcover,339,2018,2018,,2022/04/10,to-read,to-read (#258),to-read,,,,0,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",,"=""0765376458""","=""9780765376459""",0,4.07,Tor,Hardcover,400,2015,2015,,2022/04/07,to-read,to-read (#257),to-read,,,,0,0
42074525,"The City We Became (Great Cities, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,3.89,Orbit,Hardcover,437,2020,2020,,2022/04/06,to-read,to-read (#256),to-read,,,,0,0
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""0812515285""","=""9780812515282""",0,4.13,Tor Science Fiction,Mass Market Paperback,613,1993,1992,,2022/04/06,to-read,to-read (#255),to-read,,,,0,0
18154,The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,Clifford Stoll,"Stoll, Clifford",,"=""1416507787""","=""9781416507789""",0,4.27,Gallery Books,Paperback,399,2005,1989,,2022/04/06,to-read,to-read (#254),to-read,,,,0,0
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.31,Orbit,Paperback,410,2016,2016,,2022/03/21,,,read,,,,1,0
551592,Everyday Zen: Love & Work,Charlotte Joko Beck,"Beck, Charlotte Joko",Steve       Smith,"=""0060607343""","=""9780060607340""",0,4.14,HarperOne,Paperback,224,1989,1989,,2022/03/20,to-read,to-read (#253),to-read,,,,0,0
25942786,The Mind Illuminated: A Complete Meditation Guide Integrating Buddhist Wisdom and Brain Science,Culadasa (John Charles Yates),"Yates), Culadasa (John Charles","John Charles Yates, Matthew Immergut, Jeremy Graves","=""0990847705""","=""9780990847700""",0,4.24,Dharma Treasure Press,Paperback,504,2015,2015,,2022/03/20,to-read,to-read (#252),to-read,,,,0,0
187149,Open Veins of Latin America: Five Centuries of the Pillage of a Continent,Eduardo Galeano,"Galeano, Eduardo","Isabel Allende, Cedric Belfrage","=""0853459916""","=""9780853459910""",0,4.30,Monthly Review Press,Paperback,317,1997,1971,,2022/03/19,to-read,to-read (#251),to-read,,,,0,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.31,Orbit,Paperback,468,2015,2015,2022/03/07,2022/03/06,,,read,,,,1,0
29771233,Category Theory in Context (Aurora: Dover Modern Math Originals),Emily Riehl,"Riehl, Emily",,"=""048680903X""","=""9780486809038""",0,4.33,Dover Publications,Paperback,272,2016,2015,,2022/03/06,to-read,to-read (#250),to-read,,,,0,0
387190,Test-Driven Development: By Example,Kent Beck,"Beck, Kent",,"=""0321146530""","=""9780321146533""",0,4.10,Addison-Wesley Professional,Paperback,216,2002,2002,,2022/02/17,to-read,to-read (#249),to-read,,,,0,0
89369,The Te of Piglet,Benjamin Hoff,"Hoff, Benjamin",,"=""1405204273""","=""9781405204279""",0,3.77,EGMONT CHILDREN'S,Paperback,257,2003,1992,,2022/02/01,to-read,to-read (#248),to-read,,,,0,0
2715,Salt: A World History,Mark Kurlansky,"Kurlansky, Mark",,"=""0142001619""","=""9780142001615""",0,3.75,Penguin Books,Paperback,484,2003,2002,,2022/01/29,to-read,to-read (#247),to-read,,,,0,0
17374825,Operating Systems: Three Easy Pieces,Remzi H. Arpaci-Dusseau,"Arpaci-Dusseau, Remzi H.",Andrea C. Arpaci-Dusseau,"=""""","=""9781105979125""",0,4.69,Arpaci-Dusseau Books,Paperback,686,2012,2012,,2022/01/29,currently-reading,currently-reading (#1),currently-reading,,,,1,0
30962053,The Idiot,Elif Batuman,"Batuman, Elif",,"=""1594205612""","=""9781594205613""",0,3.68,Penguin Press,Hardcover,423,2017,2017,,2022/01/17,to-read,to-read (#246),to-read,,,,0,0
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",0,4.13,Henry Holt and Co.,Hardcover,368,2016,2016,,2022/01/16,to-read,to-read (#245),to-read,,,,0,0
57331880,The Nutmeg's Curse: Parables for a Planet in Crisis,Amitav Ghosh,"Ghosh, Amitav",,"=""0226815455""","=""9780226815459""",0,4.26,University of Chicago Press,Hardcover,336,2021,2021,,2022/01/08,to-read,to-read (#244),to-read,,,,0,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,4.32,Grand Central Publishing,Kindle Edition,496,2017,2017,,2022/01/03,to-read,to-read (#243),to-read,,,,0,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,4.11,Harper,Mass Market Paperback,417,2003,1967,,2022/01/03,to-read,to-read (#242),to-read,,,,0,0
4420281,"Don't Sleep, There Are Snakes: Life and Language in the Amazonian Jungle",Daniel L. Everett,"Everett, Daniel L.",,"=""""","=""""",3,3.95,Pantheon,Hardcover,304,2008,2008,,2022/01/01,,,read,,,,1,0
36613747,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",Michael Pollan,"Pollan, Michael",,"=""0241294223""","=""9780241294222""",4,4.26,Allen Lane,Hardcover,480,2018,2018,2021/12/31,2021/12/14,,,read,,,,1,0
